Sequence	Position	Raw Binding (log ratio)
SEQ1	4311	1.33
SEQ1	4312	0.486
SEQ1	4313	-0.189
SEQ1	4314	-0.909
SEQ1	4315	-1.14
SEQ1	4316	-1.02
SEQ1	4317	-0.535
SEQ1	4318	0.489
SEQ1	4319	0.981
SEQ1	4320	1.52
SEQ1	4321	1.62
SEQ1	4322	1.25
SEQ1	4323	0.968
SEQ1	4324	0.576
SEQ1	4325	0.677
SEQ1	4326	1.4
SEQ1	4327	1.7
SEQ1	4328	1.86
SEQ1	4329	1.79
SEQ1	4330	1.5
SEQ1	4331	1.41
SEQ1	4332	0.988
SEQ1	4333	0.549
SEQ1	4334	0.557
SEQ1	4335	0.653
SEQ1	4336	0.867
SEQ1	4337	1.19
SEQ1	4338	1.49
SEQ1	4339	1.55
SEQ1	4340	1.65
SEQ1	4341	1.49
SEQ1	4342	1.26
SEQ1	4343	0.989
SEQ1	4344	0.822
SEQ1	4345	0.794
SEQ1	4346	1.26
SEQ1	4347	1.67
SEQ1	4348	2.04
SEQ1	4349	2.35
SEQ1	4350	2.47
SEQ1	4351	2.09
SEQ1	4352	2.07
SEQ1	4353	1.42
SEQ1	4354	1.1
SEQ1	4355	0.918
SEQ1	4356	0.861
SEQ1	4357	1.54
SEQ1	4358	2.09
SEQ1	4359	2.42
SEQ1	4360	1.97
SEQ1	4361	1.66
SEQ1	4362	1.22
SEQ1	4363	1.05
SEQ1	4364	0.974
SEQ1	4365	1.15
SEQ1	4366	1.38
SEQ1	4367	1.61
SEQ1	4368	1.65
SEQ1	4369	1.62
SEQ1	4370	1.5
SEQ1	4371	1.24
SEQ1	4372	0.96
SEQ1	4373	0.494
SEQ1	4374	0.56
SEQ1	4375	0.455
SEQ1	4376	0.466
SEQ1	4377	0.36
SEQ1	4378	0.768
SEQ1	4379	0.872
SEQ1	4380	0.917
SEQ1	4381	0.718
SEQ1	4382	0.61
SEQ1	4383	0.83
SEQ1	4384	0.879
SEQ1	4385	1.2
SEQ1	4386	1.57
SEQ1	4387	1.82
SEQ1	4388	1.85
SEQ1	4389	1.57
SEQ1	4390	0.897
SEQ1	4391	0.115
SEQ1	4392	-0.494
SEQ1	4393	-1.01
SEQ1	4394	-1.07
SEQ1	4395	-0.995
SEQ1	4396	-0.489
SEQ1	4397	-0.0228
SEQ1	4398	0.272
SEQ1	4399	0.416
SEQ1	4400	0.796
SEQ1	4401	1.27
SEQ1	4402	1.33
SEQ1	4403	1.08
SEQ1	4404	0.455
SEQ1	4405	-0.28
SEQ1	4406	-0.433
SEQ1	4407	-0.256
SEQ1	4408	-0.0482
SEQ1	4409	0.416
SEQ1	4410	0.578
SEQ1	4411	0.734
SEQ1	4412	0.753
SEQ1	4413	1.16
SEQ1	4414	1.45
SEQ1	4415	1.84
SEQ1	4416	1.97
SEQ1	4417	1.44
SEQ1	4418	1.16
SEQ1	4419	0.546
SEQ1	4420	0.584
SEQ1	4421	1.02
SEQ1	4422	1.19
SEQ1	4423	1.25
SEQ1	4424	1.21
SEQ1	4425	0.42
SEQ1	4426	-0.121
SEQ1	4427	-0.369
SEQ1	4428	-0.00125
SEQ1	4429	0.696
SEQ1	4430	1.19
SEQ1	4431	1.47
SEQ1	4432	1.04
SEQ1	4433	0.956
SEQ1	4434	0.926
SEQ1	4435	0.921
SEQ1	4436	0.685
SEQ1	4437	0.535
SEQ1	4438	0.233
SEQ1	4439	0.307
SEQ1	4440	0.174
SEQ1	4441	0.179
SEQ1	4442	0.267
SEQ1	4443	-0.0251
SEQ1	4444	-0.46
SEQ1	4445	-0.598
SEQ1	4446	-0.668
SEQ1	4447	-0.598
SEQ1	4448	-0.332
SEQ1	4449	0.0873
SEQ1	4450	0.761
SEQ1	4451	1.46
SEQ1	4452	1.48
SEQ1	4453	1.09
SEQ1	4454	0.598
SEQ1	4455	0.501
SEQ1	4456	0.0989
SEQ1	4457	-0.378
SEQ1	4458	-0.981
SEQ1	4459	-0.99
SEQ1	4460	-1
SEQ1	4461	-0.647
SEQ1	4462	0.136
SEQ1	4463	0.9
SEQ1	4464	1.38
SEQ1	4465	1.07
SEQ1	4466	0.783
SEQ1	4467	0.0808
SEQ1	4468	-0.29
SEQ1	4469	-0.755
SEQ1	4470	-0.588
SEQ1	4471	-0.23
SEQ1	4472	0.252
SEQ1	4473	0.137
SEQ1	4474	0.153
SEQ1	4475	0.216
SEQ1	4476	0.0183
SEQ1	4477	-0.317
SEQ1	4478	-0.559
SEQ1	4479	-0.791
SEQ1	4480	-1
SEQ1	4481	-0.895
SEQ1	4482	-0.587
SEQ1	4483	0.34
SEQ1	4484	0.905
SEQ1	4485	0.855
SEQ1	4486	0.418
SEQ1	4487	-0.226
SEQ1	4488	-1.12
SEQ1	4489	-1.7
SEQ1	4490	-1.49
SEQ1	4491	-1.46
SEQ1	4492	-1.14
SEQ1	4493	-0.725
SEQ1	4494	-0.318
SEQ1	4495	-0.104
SEQ1	4496	0.38
SEQ1	4497	0.617
SEQ1	4498	1.22
SEQ1	4499	1.81
SEQ1	4500	1.95
SEQ1	4501	1.53
SEQ1	4502	1.1
SEQ1	4503	0.423
SEQ1	4504	-0.0921
SEQ1	4505	-0.287
SEQ1	4506	-0.555
SEQ1	4507	-0.525
SEQ1	4508	-0.36
SEQ1	4509	-0.437
SEQ1	4510	-0.0712
SEQ1	4511	0.556
SEQ1	4512	0.979
SEQ1	4513	1.36
SEQ1	4514	1.62
SEQ1	4515	1.24
SEQ1	4516	0.511
SEQ1	4517	-0.392
SEQ1	4518	-0.48
SEQ1	4519	-0.121
SEQ1	4520	0.268
SEQ1	4521	1.08
SEQ1	4522	1.53
SEQ1	4523	1.77
SEQ1	4524	1.69
SEQ1	4525	1.4
SEQ1	4526	0.914
SEQ1	4527	0.619
SEQ1	4528	0.278
SEQ1	4529	0.191
SEQ1	4530	0.0368
SEQ1	4531	0.222
SEQ1	4532	0.401
SEQ1	4533	0.429
SEQ1	4534	0.587
SEQ1	4535	0.423
SEQ1	4536	-0.194
SEQ1	4537	-0.718
SEQ1	4538	-0.97
SEQ1	4539	-1.14
SEQ1	4540	-0.642
SEQ1	4541	-0.322
SEQ1	4542	0.255
SEQ1	4543	0.6
SEQ1	4544	0.388
SEQ1	4545	-0.406
SEQ1	4546	-0.837
SEQ1	4547	-1.16
SEQ1	4548	-0.985
SEQ1	4549	-0.678
SEQ1	4550	-0.546
SEQ1	4551	-0.455
SEQ1	4552	-0.011
SEQ1	4553	0.446
SEQ1	4554	0.72
SEQ1	4555	1.01
SEQ1	4556	1.02
SEQ1	4557	0.917
SEQ1	4558	0.828
SEQ1	4559	0.584
SEQ1	4560	0.437
SEQ1	4561	0.274
SEQ1	4562	0.203
SEQ1	4563	-0.221
SEQ1	4564	-0.321
SEQ1	4565	-0.486
SEQ1	4566	-0.789
SEQ1	4567	-0.602
SEQ1	4568	0.0775
SEQ1	4569	0.547
SEQ1	4570	1.27
SEQ1	4571	1.17
SEQ1	4572	0.937
SEQ1	4573	0.897
SEQ1	4574	0.638
SEQ1	4575	0.279
SEQ1	4576	0.196
SEQ1	4577	0.135
SEQ1	4578	-0.221
SEQ1	4579	-0.608
SEQ1	4580	-0.662
SEQ1	4581	-0.514
SEQ1	4582	-0.409
SEQ1	4583	-0.549
SEQ1	4584	-0.444
SEQ1	4585	-0.561
SEQ1	4586	-0.853
SEQ1	4587	-0.73
SEQ1	4588	-0.349
SEQ1	4589	0.00664
SEQ1	4590	0.401
SEQ1	4591	0.491
SEQ1	4592	0.439
SEQ1	4593	0.24
SEQ1	4594	-0.395
SEQ1	4595	-0.512
SEQ1	4596	-0.721
SEQ1	4597	-0.663
SEQ1	4598	-0.751
SEQ1	4599	-1.03
SEQ1	4600	-1.2
SEQ1	4601	-1.17
SEQ1	4602	-0.907
SEQ1	4603	-0.82
SEQ1	4604	-0.741
SEQ1	4605	-0.81
SEQ1	4606	-0.934
SEQ1	4607	-1.04
SEQ1	4608	-0.694
SEQ1	4609	-0.147
SEQ1	4610	-0.0656
SEQ1	4611	0.0434
SEQ1	4612	-0.148
SEQ1	4613	-0.753
SEQ1	4614	-1
SEQ1	4615	-1.14
SEQ1	4616	-0.997
SEQ1	4617	-0.701
SEQ1	4618	-0.582
SEQ1	4619	-0.782
SEQ1	4620	-0.761
SEQ1	4621	-1.18
SEQ1	4622	-1.26
SEQ1	4623	-1.37
SEQ1	4624	-1.11
SEQ1	4625	-0.941
SEQ1	4626	-0.781
SEQ1	4627	-0.446
SEQ1	4628	-0.495
SEQ1	4629	-0.754
SEQ1	4630	-1.03
SEQ1	4631	-1.44
SEQ1	4632	-2.08
SEQ1	4633	-2.44
SEQ1	4634	-2.28
SEQ1	4635	-1.77
SEQ1	4636	-0.891
SEQ1	4637	-0.203
SEQ1	4638	0.486
SEQ1	4639	0.54
SEQ1	4640	0.364
SEQ1	4641	-0.281
SEQ1	4642	-0.565
SEQ1	4643	-0.98
SEQ1	4644	-0.974
SEQ1	4645	-1.08
SEQ1	4646	-0.906
SEQ1	4647	-0.954
SEQ1	4648	-1.41
SEQ1	4649	-1.79
SEQ1	4650	-1.93
SEQ1	4651	-1.85
SEQ1	4652	-1.48
SEQ1	4653	-1.19
SEQ1	4654	-0.955
SEQ1	4655	-0.809
SEQ1	4656	-0.695
SEQ1	4657	-1.04
SEQ1	4658	-1.06
SEQ1	4659	-1.63
SEQ1	4660	-2.05
SEQ1	4661	-2.34
SEQ1	4662	-2.38
SEQ1	4663	-2.16
SEQ1	4664	-1.59
SEQ1	4665	-0.818
SEQ1	4666	-0.0659
SEQ1	4667	0.333
SEQ1	4668	0.0551
SEQ1	4669	-0.458
SEQ1	4670	-1.65
SEQ1	4671	-2.31
SEQ1	4672	-2.87
SEQ1	4673	-2.86
SEQ1	4674	-2.23
SEQ1	4675	-1.33
SEQ1	4676	-0.454
SEQ1	4677	-0.0314
SEQ1	4678	-0.514
SEQ1	4679	-1.12
SEQ1	4680	-1.96
SEQ1	4681	-2.56
SEQ1	4682	-3.01
SEQ1	4683	-2.94
SEQ1	4684	-2.89
SEQ1	4685	-2.43
SEQ1	4686	-1.86
SEQ1	4687	-1.43
SEQ1	4688	-1.15
SEQ1	4689	-1.14
SEQ1	4690	-1.24
SEQ1	4691	-1.19
SEQ1	4692	-1.16
SEQ1	4693	-1.59
SEQ1	4694	-1.85
SEQ1	4695	-2.11
SEQ1	4696	-1.89
SEQ1	4697	-1.9
SEQ1	4698	-1.88
SEQ1	4699	-2.23
SEQ1	4700	-2.57
SEQ1	4701	-2.62
SEQ1	4702	-2.44
SEQ1	4703	-2.06
SEQ1	4704	-2
SEQ1	4705	-1.86
SEQ1	4706	-2.19
SEQ1	4707	-2.16
SEQ1	4708	-2.28
SEQ1	4709	-2.35
SEQ1	4710	-2.18
SEQ1	4711	-2.45
SEQ1	4712	-2.44
SEQ1	4713	-2.36
SEQ1	4714	-2.16
SEQ1	4715	-1.96
SEQ1	4716	-1.83
SEQ1	4717	-2.25
SEQ1	4718	-2.8
SEQ1	4719	-3.33
SEQ1	4720	-3.45
SEQ1	4721	-2.64
SEQ1	4722	-1.62
SEQ1	4723	-1.08
SEQ1	4724	-0.633
SEQ1	4725	-1.27
SEQ1	4726	-1.92
SEQ1	4727	-2.93
SEQ1	4728	-3.58
SEQ1	4729	-3.71
SEQ1	4730	-3.39
SEQ1	4731	-2.74
SEQ1	4732	-1.9
SEQ1	4733	-1.2
SEQ1	4734	-0.714
SEQ1	4735	-0.497
SEQ1	4736	-0.665
SEQ1	4737	-1.28
SEQ1	4738	-2.25
SEQ1	4739	-3.33
SEQ1	4740	-3.69
SEQ1	4741	-3.68
SEQ1	4742	-3.01
SEQ1	4743	-1.94
SEQ1	4744	-0.996
SEQ1	4745	-0.571
SEQ1	4746	-0.377
SEQ1	4747	-0.69
SEQ1	4748	-1.39
SEQ1	4749	-2.18
SEQ1	4750	-2.9
SEQ1	4751	-2.69
SEQ1	4752	-2.85
SEQ1	4753	-2.55
SEQ1	4754	-1.9
SEQ1	4755	-0.941
SEQ1	4756	-0.0977
SEQ1	4757	0.0237
SEQ1	4758	-0.535
SEQ1	4759	-1.6
SEQ1	4760	-2.95
SEQ1	4761	-4.02
SEQ1	4762	-4.57
SEQ1	4763	-4.53
SEQ1	4764	-4.4
SEQ1	4765	-3.97
SEQ1	4766	-3.2
SEQ1	4767	-2.74
SEQ1	4768	-2.42
SEQ1	4769	-2.39
SEQ1	4770	-2.55
SEQ1	4771	-2.97
SEQ1	4772	-3.09
SEQ1	4773	-2.98
SEQ1	4774	-2.91
SEQ1	4775	-2.48
SEQ1	4776	-1.95
SEQ1	4777	-1.21
SEQ1	4778	-0.945
SEQ1	4779	-0.727
SEQ1	4780	-1.06
SEQ1	4781	-1.65
SEQ1	4782	-2.43
SEQ1	4783	-2.98
SEQ1	4784	-3
SEQ1	4785	-2.57
SEQ1	4786	-2.35
SEQ1	4787	-2
SEQ1	4788	-1.88
SEQ1	4789	-1.88
SEQ1	4790	-2.07
SEQ1	4791	-2.23
SEQ1	4792	-2.02
SEQ1	4793	-2.13
SEQ1	4794	-2.74
SEQ1	4795	-3.25
SEQ1	4796	-3.18
SEQ1	4797	-3.12
SEQ1	4798	-2.65
SEQ1	4799	-2.2
SEQ1	4800	-1.72
SEQ1	4801	-1.13
SEQ1	4802	-0.518
SEQ1	4803	-0.134
SEQ1	4804	-0.0579
SEQ1	4805	0.0117
SEQ1	4806	-0.337
SEQ1	4807	-0.602
SEQ1	4808	-1.12
SEQ1	4809	-1.61
SEQ1	4810	-1.49
SEQ1	4811	-1.13
SEQ1	4812	-1.06
SEQ1	4813	-0.896
SEQ1	4814	-0.662
SEQ1	4815	-0.566
SEQ1	4816	-0.744
SEQ1	4817	-0.875
SEQ1	4818	-1.07
SEQ1	4819	-1.38
SEQ1	4820	-1.49
SEQ1	4821	-1.43
SEQ1	4822	-1.17
SEQ1	4823	-0.947
SEQ1	4824	-1.05
SEQ1	4825	-0.873
SEQ1	4826	-1.38
SEQ1	4827	-2.18
SEQ1	4828	-3.23
SEQ1	4829	-3.96
SEQ1	4830	-4.05
SEQ1	4831	-3.63
SEQ1	4832	-2.59
SEQ1	4833	-1.51
SEQ1	4834	-0.505
SEQ1	4835	0.37
SEQ1	4836	0.602
SEQ1	4837	0.561
SEQ1	4838	0.134
SEQ1	4839	-0.673
SEQ1	4840	-1.57
SEQ1	4841	-2.49
SEQ1	4842	-2.5
SEQ1	4843	-1.58
SEQ1	4844	-0.763
SEQ1	4845	0.0891
SEQ1	4846	0.45
SEQ1	4847	0.491
SEQ1	4848	0.225
SEQ1	4849	-0.416
SEQ1	4850	-0.78
SEQ1	4851	-0.772
SEQ1	4852	-0.93
SEQ1	4853	-0.795
SEQ1	4854	-0.609
SEQ1	4855	-0.469
SEQ1	4856	0.0698
SEQ1	4857	-0.0044
SEQ1	4858	0.042
SEQ1	4859	-0.0383
SEQ1	4860	-0.484
SEQ1	4861	-0.423
SEQ1	4862	-0.244
SEQ1	4863	0.241
SEQ1	4864	0.779
SEQ1	4865	1.33
SEQ1	4866	1.58
SEQ1	4867	1.68
SEQ1	4868	1.63
SEQ1	4869	1.49
SEQ1	4870	1.51
SEQ1	4871	1.41
SEQ1	4872	1.36
SEQ1	4873	1.33
SEQ1	4874	1.45
SEQ1	4875	1
SEQ1	4876	0.879
SEQ1	4877	0.818
SEQ1	4878	0.432
SEQ1	4879	0.246
SEQ1	4880	0.468
SEQ1	4881	0.736
SEQ1	4882	1
SEQ1	4883	0.879
SEQ1	4884	0.579
SEQ1	4885	0.188
SEQ1	4886	-0.64
SEQ1	4887	-1
SEQ1	4888	-0.916
SEQ1	4889	-0.456
SEQ1	4890	0.0374
SEQ1	4891	0.456
SEQ1	4892	0.429
SEQ1	4893	0.251
SEQ1	4894	-0.0335
SEQ1	4895	0.0664
SEQ1	4896	-0.0311
SEQ1	4897	0.208
SEQ1	4898	0.26
SEQ1	4899	0.545
SEQ1	4900	1.09
SEQ1	4901	1.65
SEQ1	4902	1.91
SEQ1	4903	1.94
SEQ1	4904	1.43
SEQ1	4905	0.888
SEQ1	4906	0.088
SEQ1	4907	-0.433
SEQ1	4908	-0.555
SEQ1	4909	-0.181
SEQ1	4910	0.449
SEQ1	4911	1.02
SEQ1	4912	1.44
SEQ1	4913	1.31
SEQ1	4914	1.17
SEQ1	4915	0.577
SEQ1	4916	0.146
SEQ1	4917	0.0979
SEQ1	4918	0.0432
SEQ1	4919	0.407
SEQ1	4920	0.479
SEQ1	4921	0.942
SEQ1	4922	1.27
SEQ1	4923	1.47
SEQ1	4924	1.3
SEQ1	4925	0.89
SEQ1	4926	0.765
SEQ1	4927	0.525
SEQ1	4928	0.3
SEQ1	4929	0.473
SEQ1	4930	0.835
SEQ1	4931	0.924
SEQ1	4932	0.998
SEQ1	4933	1.11
SEQ1	4934	1.13
SEQ1	4935	1.23
SEQ1	4936	1.06
SEQ1	4937	1.18
SEQ1	4938	1.03
SEQ1	4939	0.91
SEQ1	4940	0.838
SEQ1	4941	0.839
SEQ1	4942	0.479
SEQ1	4943	0.589
SEQ1	4944	0.808
SEQ1	4945	1.06
SEQ1	4946	1.35
SEQ1	4947	1.21
SEQ1	4948	1.11
SEQ1	4949	0.585
SEQ1	4950	0.159
SEQ1	4951	-0.124
SEQ1	4952	-0.243
SEQ1	4953	-0.501
SEQ1	4954	-0.46
SEQ1	4955	-0.146
SEQ1	4956	0.252
SEQ1	4957	0.303
SEQ1	4958	0.277
SEQ1	4959	0.345
SEQ1	4960	0.434
SEQ1	4961	0.308
SEQ1	4962	-0.0287
SEQ1	4963	-0.173
SEQ1	4964	-0.111
SEQ1	4965	0.276
SEQ1	4966	0.711
SEQ1	4967	1.2
SEQ1	4968	1.2
SEQ1	4969	0.805
SEQ1	4970	0.4
SEQ1	4971	0.0594
SEQ1	4972	-0.164
SEQ1	4973	-0.292
SEQ1	4974	-0.429
SEQ1	4975	-0.62
SEQ1	4976	-0.588
SEQ1	4977	-0.153
SEQ1	4978	0.0231
SEQ1	4979	0.284
SEQ1	4980	-0.0651
SEQ1	4981	-0.491
SEQ1	4982	-0.977
SEQ1	4983	-1.4
SEQ1	4984	-1.25
SEQ1	4985	-0.941
SEQ1	4986	-0.435
SEQ1	4987	-0.329
SEQ1	4988	-0.187
SEQ1	4989	0.0886
SEQ1	4990	0.243
SEQ1	4991	0.356
SEQ1	4992	-0.0981
SEQ1	4993	-0.106
SEQ1	4994	-0.395
SEQ1	4995	-0.217
SEQ1	4996	-0.0336
SEQ1	4997	0.461
SEQ1	4998	1.09
SEQ1	4999	1.17
SEQ1	5000	0.913
SEQ1	5001	0.425
SEQ1	5002	-0.435
SEQ1	5003	-1.2
SEQ1	5004	-1.41
SEQ1	5005	-1.4
SEQ1	5006	-0.92
SEQ1	5007	-0.424
SEQ1	5008	0.0533
SEQ1	5009	0.4
SEQ1	5010	0.755
SEQ1	5011	0.989
SEQ1	5012	0.751
SEQ1	5013	0.335
SEQ1	5014	-0.207
SEQ1	5015	-0.415
SEQ1	5016	-0.547
SEQ1	5017	-0.656
SEQ1	5018	-0.523
SEQ1	5019	-0.519
SEQ1	5020	-0.562
SEQ1	5021	-0.897
SEQ1	5022	-1.25
SEQ1	5023	-1.63
SEQ1	5024	-1.96
SEQ1	5025	-2.16
SEQ1	5026	-1.86
SEQ1	5027	-1.18
SEQ1	5028	-0.516
SEQ1	5029	0.0309
SEQ1	5030	0.354
SEQ1	5031	0.694
SEQ1	5032	0.698
SEQ1	5033	0.685
SEQ1	5034	0.297
SEQ1	5035	-0.0951
SEQ1	5036	-0.352
SEQ1	5037	-0.783
SEQ1	5038	-1.16
SEQ1	5039	-1.26
SEQ1	5040	-1.02
SEQ1	5041	-0.782
SEQ1	5042	-0.586
SEQ1	5043	-0.336
SEQ1	5044	0.0956
SEQ1	5045	0.561
SEQ1	5046	0.349
SEQ1	5047	-0.0438
SEQ1	5048	0.081
SEQ1	5049	0.0482
SEQ1	5050	0.158
SEQ1	5051	0.371
SEQ1	5052	0.136
SEQ1	5053	-0.274
SEQ1	5054	-0.849
SEQ1	5055	-0.861
SEQ1	5056	-0.771
SEQ1	5057	-0.635
SEQ1	5058	-0.445
SEQ1	5059	-0.1
SEQ1	5060	0.0406
SEQ1	5061	0.0348
SEQ1	5062	-0.384
SEQ1	5063	-0.745
SEQ1	5064	-0.948
SEQ1	5065	-1.22
SEQ1	5066	-1.18
SEQ1	5067	-0.861
SEQ1	5068	-0.466
SEQ1	5069	-0.122
SEQ1	5070	0.0782
SEQ1	5071	0.0479
SEQ1	5072	0.029
SEQ1	5073	-0.182
SEQ1	5074	-0.665
SEQ1	5075	-0.691
SEQ1	5076	-0.531
SEQ1	5077	0.178
SEQ1	5078	1.03
SEQ1	5079	1.67
SEQ1	5080	1.71
SEQ1	5081	1.38
SEQ1	5082	0.754
SEQ1	5083	-0.0908
SEQ1	5084	-0.871
SEQ1	5085	-1.57
SEQ1	5086	-1.51
SEQ1	5087	-0.996
SEQ1	5088	-0.413
SEQ1	5089	-0.082
SEQ1	5090	-0.00154
SEQ1	5091	-0.357
SEQ1	5092	-0.644
SEQ1	5093	-0.972
SEQ1	5094	-1.01
SEQ1	5095	-0.921
SEQ1	5096	-1.14
SEQ1	5097	-1.05
SEQ1	5098	-0.698
SEQ1	5099	-0.195
SEQ1	5100	0.432
SEQ1	5101	0.451
SEQ1	5102	-0.128
SEQ1	5103	-1.11
SEQ1	5104	-1.75
SEQ1	5105	-2
SEQ1	5106	-1.89
SEQ1	5107	-1.37
SEQ1	5108	-0.715
SEQ1	5109	-0.26
SEQ1	5110	-0.334
SEQ1	5111	-0.866
SEQ1	5112	-1.76
SEQ1	5113	-2.37
SEQ1	5114	-2.56
SEQ1	5115	-2.24
SEQ1	5116	-1.52
SEQ1	5117	-1.2
SEQ1	5118	-1.17
SEQ1	5119	-1.09
SEQ1	5120	-1.16
SEQ1	5121	-1.37
SEQ1	5122	-1.42
SEQ1	5123	-1.93
SEQ1	5124	-2.46
SEQ1	5125	-3.09
SEQ1	5126	-3.03
SEQ1	5127	-2.62
SEQ1	5128	-2.22
SEQ1	5129	-1.84
SEQ1	5130	-1.53
SEQ1	5131	-1.6
SEQ1	5132	-1.85
SEQ1	5133	-1.83
SEQ1	5134	-2.08
SEQ1	5135	-1.93
SEQ1	5136	-1.71
SEQ1	5137	-1.74
SEQ1	5138	-1.36
SEQ1	5139	-1.31
SEQ1	5140	-1.74
SEQ1	5141	-2.4
SEQ1	5142	-2.6
SEQ1	5143	-2.52
SEQ1	5144	-2.12
SEQ1	5145	-1.75
SEQ1	5146	-0.955
SEQ1	5147	-0.356
SEQ1	5148	-0.485
SEQ1	5149	-0.536
SEQ1	5150	-1.01
SEQ1	5151	-1.83
SEQ1	5152	-2.66
SEQ1	5153	-2.72
SEQ1	5154	-2.49
SEQ1	5155	-1.73
SEQ1	5156	-0.974
SEQ1	5157	-0.555
SEQ1	5158	-0.161
SEQ1	5159	-0.599
SEQ1	5160	-1.24
SEQ1	5161	-2.21
SEQ1	5162	-2.74
SEQ1	5163	-2.87
SEQ1	5164	-2.57
SEQ1	5165	-1.96
SEQ1	5166	-1.29
SEQ1	5167	-0.96
SEQ1	5168	-0.838
SEQ1	5169	-0.793
SEQ1	5170	-0.987
SEQ1	5171	-1.6
SEQ1	5172	-1.72
SEQ1	5173	-1.91
SEQ1	5174	-1.34
SEQ1	5175	-0.408
SEQ1	5176	0.461
SEQ1	5177	0.592
SEQ1	5178	0.52
SEQ1	5179	-0.255
SEQ1	5180	-1.22
SEQ1	5181	-1.99
SEQ1	5182	-2.22
SEQ1	5183	-1.81
SEQ1	5184	-0.974
SEQ1	5185	0.361
SEQ1	5186	1.32
SEQ1	5187	1.5
SEQ1	5188	1.44
SEQ1	5189	0.878
SEQ1	5190	0.105
SEQ1	5191	-0.538
SEQ1	5192	-1.27
SEQ1	5193	-1.59
SEQ1	5194	-1.66
SEQ1	5195	-1.46
SEQ1	5196	-0.672
SEQ1	5197	-0.199
SEQ1	5198	0.256
SEQ1	5199	0.134
SEQ1	5200	-0.175
SEQ1	5201	-0.575
SEQ1	5202	-0.773
SEQ1	5203	-0.46
SEQ1	5204	-0.0327
SEQ1	5205	0.219
SEQ1	5206	0.449
SEQ1	5207	0.421
SEQ1	5208	0.217
SEQ1	5209	-0.0652
SEQ1	5210	-0.365
SEQ1	5211	-0.837
SEQ1	5212	-0.97
SEQ1	5213	-0.812
SEQ1	5214	-0.606
SEQ1	5215	-0.633
SEQ1	5216	-0.282
SEQ1	5217	-0.474
SEQ1	5218	-0.558
SEQ1	5219	-0.988
SEQ1	5220	-1.31
SEQ1	5221	-1.55
SEQ1	5222	-1.8
SEQ1	5223	-1.54
SEQ1	5224	-0.881
SEQ1	5225	-0.132
SEQ1	5226	0.237
SEQ1	5227	0.332
SEQ1	5228	-0.25
SEQ1	5229	-1.02
SEQ1	5230	-1.81
SEQ1	5231	-2.22
SEQ1	5232	-1.86
SEQ1	5233	-1.12
SEQ1	5234	0.0669
SEQ1	5235	0.701
SEQ1	5236	1.37
SEQ1	5237	1.42
SEQ1	5238	1.13
SEQ1	5239	0.801
SEQ1	5240	0.453
SEQ1	5241	0.131
SEQ1	5242	0.46
SEQ1	5243	0.514
SEQ1	5244	0.701
SEQ1	5245	0.902
SEQ1	5246	1.45
SEQ1	5247	1.37
SEQ1	5248	0.949
SEQ1	5249	0.273
SEQ1	5250	-0.345
SEQ1	5251	-0.91
SEQ1	5252	-0.637
SEQ1	5253	-0.151
SEQ1	5254	0.731
SEQ1	5255	1.51
SEQ1	5256	2.34
SEQ1	5257	2.69
SEQ1	5258	2.59
SEQ1	5259	1.87
SEQ1	5260	0.606
SEQ1	5261	-0.793
SEQ1	5262	-1.72
SEQ1	5263	-1.76
SEQ1	5264	-1.25
SEQ1	5265	-0.405
SEQ1	5266	0.279
SEQ1	5267	0.65
SEQ1	5268	0.808
SEQ1	5269	0.574
SEQ1	5270	0.571
SEQ1	5271	0.143
SEQ1	5272	-0.276
SEQ1	5273	-0.743
SEQ1	5274	-0.767
SEQ1	5275	-1.05
SEQ1	5276	-0.706
SEQ1	5277	-0.521
SEQ1	5278	-0.0406
SEQ1	5279	0.0166
SEQ1	5280	0.124
SEQ1	5281	0.248
SEQ1	5282	0.0718
SEQ1	5283	-0.0602
SEQ1	5284	0.0494
SEQ1	5285	0.53
SEQ1	5286	0.619
SEQ1	5287	0.45
SEQ1	5288	0.38
SEQ1	5289	0.206
SEQ1	5290	0.68
SEQ1	5291	0.901
SEQ1	5292	1.28
SEQ1	5293	1.27
SEQ1	5294	1.06
SEQ1	5295	0.879
SEQ1	5296	0.234
SEQ1	5297	0.125
SEQ1	5298	-0.226
SEQ1	5299	-0.375
SEQ1	5300	-0.0409
SEQ1	5301	0.502
SEQ1	5302	1.27
SEQ1	5303	2.18
SEQ1	5304	2.71
SEQ1	5305	2.86
SEQ1	5306	2.51
SEQ1	5307	1.6
SEQ1	5308	1.01
SEQ1	5309	0.327
SEQ1	5310	-0.152
SEQ1	5311	-0.242
SEQ1	5312	0.118
SEQ1	5313	0.982
SEQ1	5314	1.72
SEQ1	5315	2.45
SEQ1	5316	2.96
SEQ1	5317	2.67
SEQ1	5318	2.23
SEQ1	5319	1.14
SEQ1	5320	0.31
SEQ1	5321	-0.13
SEQ1	5322	0.09
SEQ1	5323	0.291
SEQ1	5324	0.908
SEQ1	5325	1.11
SEQ1	5326	1.44
SEQ1	5327	1.08
SEQ1	5328	0.26
SEQ1	5329	-0.223
SEQ1	5330	-0.619
SEQ1	5331	-0.711
SEQ1	5332	-0.753
SEQ1	5333	-0.00156
SEQ1	5334	0.735
SEQ1	5335	1.26
SEQ1	5336	1.75
SEQ1	5337	1.76
