Sequence	Position	P start	P occupied
SEQ1	822	0.00128	0.913
SEQ1	823	0.00145	0.912
SEQ1	824	0.00158	0.911
SEQ1	825	0.00155	0.909
SEQ1	826	0.00167	0.907
SEQ1	827	0.0017	0.906
SEQ1	828	0.00125	0.904
SEQ1	829	0.00105	0.903
SEQ1	830	0.000933	0.902
SEQ1	831	0.000679	0.901
SEQ1	832	0.000377	0.899
SEQ1	833	0.000297	0.897
SEQ1	834	0.000356	0.893
SEQ1	835	0.00057	0.888
SEQ1	836	0.000992	0.883
SEQ1	837	0.00163	0.878
SEQ1	838	0.00171	0.876
SEQ1	839	0.00155	0.875
SEQ1	840	0.00111	0.872
SEQ1	841	0.000645	0.869
SEQ1	842	0.000491	0.866
SEQ1	843	0.000396	0.864
SEQ1	844	0.000326	0.862
SEQ1	845	0.000353	0.861
SEQ1	846	0.000337	0.859
SEQ1	847	0.000398	0.856
SEQ1	848	0.000575	0.851
SEQ1	849	0.00065	0.844
SEQ1	850	0.00106	0.839
SEQ1	851	0.00155	0.836
SEQ1	852	0.00165	0.835
SEQ1	853	0.00159	0.834
SEQ1	854	0.00123	0.834
SEQ1	855	0.00123	0.833
SEQ1	856	0.00131	0.831
SEQ1	857	0.00166	0.829
SEQ1	858	0.00286	0.828
SEQ1	859	0.00389	0.828
SEQ1	860	0.00455	0.831
SEQ1	861	0.00432	0.833
SEQ1	862	0.00324	0.834
SEQ1	863	0.00186	0.832
SEQ1	864	0.00104	0.828
SEQ1	865	0.000852	0.823
SEQ1	866	0.00132	0.819
SEQ1	867	0.00302	0.818
SEQ1	868	0.00449	0.816
SEQ1	869	0.0058	0.811
SEQ1	870	0.00425	0.794
SEQ1	871	0.00364	0.771
SEQ1	872	0.00275	0.753
SEQ1	873	0.00317	0.743
SEQ1	874	0.0039	0.740
SEQ1	875	0.00462	0.739
SEQ1	876	0.00562	0.736
SEQ1	877	0.00794	0.734
SEQ1	878	0.00946	0.734
SEQ1	879	0.0101	0.731
SEQ1	880	0.00786	0.727
SEQ1	881	0.00547	0.720
SEQ1	882	0.00317	0.704
SEQ1	883	0.00404	0.691
SEQ1	884	0.00559	0.674
SEQ1	885	0.00852	0.657
SEQ1	886	0.0102	0.642
SEQ1	887	0.0132	0.633
SEQ1	888	0.0175	0.626
SEQ1	889	0.024	0.62
SEQ1	890	0.035	0.615
SEQ1	891	0.0256	0.607
SEQ1	892	0.0154	0.592
SEQ1	893	0.0125	0.578
SEQ1	894	0.00894	0.567
SEQ1	895	0.00847	0.563
SEQ1	896	0.0108	0.567
SEQ1	897	0.014	0.576
SEQ1	898	0.0256	0.598
SEQ1	899	0.0307	0.625
SEQ1	900	0.0271	0.647
SEQ1	901	0.0192	0.658
SEQ1	902	0.00739	0.651
SEQ1	903	0.00228	0.632
SEQ1	904	0.00117	0.614
SEQ1	905	0.00138	0.605
SEQ1	906	0.00274	0.601
SEQ1	907	0.00566	0.605
SEQ1	908	0.00905	0.612
SEQ1	909	0.01	0.620
SEQ1	910	0.00895	0.628
SEQ1	911	0.00599	0.631
SEQ1	912	0.00539	0.632
SEQ1	913	0.00314	0.630
SEQ1	914	0.00246	0.627
SEQ1	915	0.00275	0.625
SEQ1	916	0.00415	0.626
SEQ1	917	0.00802	0.632
SEQ1	918	0.0162	0.647
SEQ1	919	0.0181	0.665
SEQ1	920	0.012	0.677
SEQ1	921	0.00726	0.684
SEQ1	922	0.00527	0.688
SEQ1	923	0.00211	0.689
SEQ1	924	0.00101	0.688
SEQ1	925	0.000766	0.686
SEQ1	926	0.000909	0.685
SEQ1	927	0.00177	0.684
SEQ1	928	0.00371	0.687
SEQ1	929	0.0091	0.695
SEQ1	930	0.0196	0.714
SEQ1	931	0.0172	0.731
SEQ1	932	0.0114	0.742
SEQ1	933	0.00644	0.747
SEQ1	934	0.00236	0.748
SEQ1	935	0.000997	0.746
SEQ1	936	0.000978	0.744
SEQ1	937	0.00178	0.742
SEQ1	938	0.00429	0.742
SEQ1	939	0.0116	0.751
SEQ1	940	0.0162	0.764
SEQ1	941	0.0139	0.777
SEQ1	942	0.00635	0.782
SEQ1	943	0.00164	0.783
SEQ1	944	0.000765	0.783
SEQ1	945	0.000508	0.782
SEQ1	946	0.000729	0.779
SEQ1	947	0.00214	0.778
SEQ1	948	0.00869	0.784
SEQ1	949	0.0208	0.803
SEQ1	950	0.0376	0.839
SEQ1	951	0.0258	0.863
SEQ1	952	0.00964	0.872
SEQ1	953	0.00323	0.874
SEQ1	954	0.00132	0.874
SEQ1	955	0.0013	0.874
SEQ1	956	0.00215	0.875
SEQ1	957	0.00297	0.876
SEQ1	958	0.00435	0.877
SEQ1	959	0.0065	0.880
SEQ1	960	0.00598	0.882
SEQ1	961	0.00479	0.884
SEQ1	962	0.00218	0.883
SEQ1	963	0.000851	0.883
SEQ1	964	0.000449	0.882
SEQ1	965	0.00028	0.881
SEQ1	966	0.000254	0.881
SEQ1	967	0.000468	0.880
SEQ1	968	0.000918	0.880
SEQ1	969	0.00193	0.881
SEQ1	970	0.00351	0.883
SEQ1	971	0.00485	0.886
SEQ1	972	0.00211	0.887
SEQ1	973	0.000571	0.886
SEQ1	974	0.000202	0.884
SEQ1	975	0.000126	0.883
SEQ1	976	0.000178	0.882
SEQ1	977	0.000606	0.882
SEQ1	978	0.00246	0.884
SEQ1	979	0.00587	0.889
SEQ1	980	0.00706	0.896
SEQ1	981	0.0033	0.899
SEQ1	982	0.00133	0.900
SEQ1	983	0.000505	0.899
SEQ1	984	0.000331	0.898
SEQ1	985	0.00033	0.897
SEQ1	986	0.000527	0.896
SEQ1	987	0.00131	0.896
SEQ1	988	0.00341	0.898
SEQ1	989	0.00643	0.904
SEQ1	990	0.00644	0.910
SEQ1	991	0.00448	0.915
SEQ1	992	0.00269	0.917
SEQ1	993	0.00082	0.917
SEQ1	994	0.000187	0.917
SEQ1	995	8.51e-05	0.917
SEQ1	996	9.52e-05	0.916
SEQ1	997	0.000166	0.915
SEQ1	998	0.000524	0.914
SEQ1	999	0.00236	0.915
SEQ1	1000	0.00549	0.919
SEQ1	1001	0.00628	0.924
SEQ1	1002	0.00447	0.927
SEQ1	1003	0.00164	0.928
SEQ1	1004	0.000806	0.927
SEQ1	1005	0.000435	0.924
SEQ1	1006	0.00036	0.921
SEQ1	1007	0.000644	0.917
SEQ1	1008	0.00148	0.914
SEQ1	1009	0.00232	0.913
SEQ1	1010	0.00288	0.914
SEQ1	1011	0.00221	0.915
SEQ1	1012	0.0009	0.915
SEQ1	1013	0.000476	0.914
SEQ1	1014	0.000341	0.912
SEQ1	1015	0.000451	0.908
SEQ1	1016	0.00108	0.903
SEQ1	1017	0.00236	0.901
SEQ1	1018	0.00485	0.902
SEQ1	1019	0.00776	0.907
SEQ1	1020	0.00651	0.911
SEQ1	1021	0.00316	0.910
SEQ1	1022	0.00169	0.907
SEQ1	1023	0.000704	0.902
SEQ1	1024	0.000569	0.895
SEQ1	1025	0.000488	0.886
SEQ1	1026	0.000793	0.876
SEQ1	1027	0.00253	0.871
SEQ1	1028	0.00538	0.871
SEQ1	1029	0.00644	0.874
SEQ1	1030	0.00492	0.875
SEQ1	1031	0.0029	0.872
SEQ1	1032	0.00199	0.866
SEQ1	1033	0.00157	0.857
SEQ1	1034	0.00127	0.845
SEQ1	1035	0.00149	0.829
SEQ1	1036	0.00308	0.808
SEQ1	1037	0.00694	0.780
SEQ1	1038	0.0179	0.773
SEQ1	1039	0.0313	0.789
SEQ1	1040	0.0355	0.812
SEQ1	1041	0.026	0.829
SEQ1	1042	0.0119	0.832
SEQ1	1043	0.00508	0.826
SEQ1	1044	0.00284	0.815
SEQ1	1045	0.00292	0.793
SEQ1	1046	0.00377	0.766
SEQ1	1047	0.00695	0.745
SEQ1	1048	0.0175	0.744
SEQ1	1049	0.0332	0.770
SEQ1	1050	0.0299	0.797
SEQ1	1051	0.0148	0.811
SEQ1	1052	0.00572	0.815
SEQ1	1053	0.0035	0.816
SEQ1	1054	0.00228	0.813
SEQ1	1055	0.00298	0.806
SEQ1	1056	0.00575	0.802
SEQ1	1057	0.00945	0.803
SEQ1	1058	0.0167	0.813
SEQ1	1059	0.0155	0.824
SEQ1	1060	0.00969	0.830
SEQ1	1061	0.00509	0.833
SEQ1	1062	0.00217	0.832
SEQ1	1063	0.0011	0.829
SEQ1	1064	0.000881	0.822
SEQ1	1065	0.0012	0.807
SEQ1	1066	0.00365	0.792
SEQ1	1067	0.00981	0.790
SEQ1	1068	0.0171	0.800
SEQ1	1069	0.0203	0.815
SEQ1	1070	0.0156	0.829
SEQ1	1071	0.00677	0.834
SEQ1	1072	0.00396	0.838
SEQ1	1073	0.00208	0.839
SEQ1	1074	0.00168	0.839
SEQ1	1075	0.00225	0.837
SEQ1	1076	0.00379	0.832
SEQ1	1077	0.00497	0.817
SEQ1	1078	0.00678	0.807
SEQ1	1079	0.00713	0.803
SEQ1	1080	0.00592	0.802
SEQ1	1081	0.00248	0.802
SEQ1	1082	0.00107	0.802
SEQ1	1083	0.000704	0.802
SEQ1	1084	0.000668	0.801
SEQ1	1085	0.00106	0.798
SEQ1	1086	0.00223	0.788
SEQ1	1087	0.00659	0.779
SEQ1	1088	0.012	0.777
SEQ1	1089	0.0133	0.784
SEQ1	1090	0.00811	0.790
SEQ1	1091	0.00397	0.793
SEQ1	1092	0.00167	0.795
SEQ1	1093	0.000732	0.795
SEQ1	1094	0.000651	0.793
SEQ1	1095	0.000702	0.785
SEQ1	1096	0.00115	0.765
SEQ1	1097	0.00146	0.729
SEQ1	1098	0.00217	0.706
SEQ1	1099	0.00215	0.698
SEQ1	1100	0.00211	0.697
SEQ1	1101	0.00224	0.698
SEQ1	1102	0.00211	0.699
SEQ1	1103	0.00229	0.699
SEQ1	1104	0.00248	0.698
SEQ1	1105	0.00357	0.698
SEQ1	1106	0.00423	0.695
SEQ1	1107	0.00571	0.695
SEQ1	1108	0.00416	0.694
SEQ1	1109	0.00318	0.695
SEQ1	1110	0.00199	0.697
SEQ1	1111	0.00135	0.698
SEQ1	1112	0.000739	0.698
SEQ1	1113	0.000366	0.698
SEQ1	1114	0.000271	0.698
SEQ1	1115	0.000324	0.697
SEQ1	1116	0.000609	0.696
SEQ1	1117	0.00106	0.694
SEQ1	1118	0.00174	0.690
SEQ1	1119	0.00244	0.691
SEQ1	1120	0.00262	0.693
SEQ1	1121	0.00289	0.695
SEQ1	1122	0.00207	0.697
SEQ1	1123	0.00198	0.699
SEQ1	1124	0.00166	0.700
SEQ1	1125	0.00218	0.700
SEQ1	1126	0.00307	0.697
SEQ1	1127	0.00476	0.695
SEQ1	1128	0.0063	0.698
SEQ1	1129	0.00683	0.703
SEQ1	1130	0.00804	0.711
SEQ1	1131	0.00548	0.716
SEQ1	1132	0.00443	0.720
SEQ1	1133	0.00358	0.723
SEQ1	1134	0.00419	0.726
SEQ1	1135	0.00797	0.731
SEQ1	1136	0.00988	0.734
SEQ1	1137	0.0141	0.742
SEQ1	1138	0.0156	0.753
SEQ1	1139	0.0146	0.765
SEQ1	1140	0.00825	0.772
SEQ1	1141	0.0049	0.777
SEQ1	1142	0.00356	0.780
SEQ1	1143	0.00264	0.783
SEQ1	1144	0.0025	0.785
SEQ1	1145	0.00212	0.787
SEQ1	1146	0.00253	0.787
SEQ1	1147	0.00317	0.785
SEQ1	1148	0.0045	0.783
SEQ1	1149	0.00517	0.784
SEQ1	1150	0.0058	0.788
SEQ1	1151	0.00741	0.794
SEQ1	1152	0.00632	0.800
SEQ1	1153	0.00686	0.807
SEQ1	1154	0.00529	0.811
SEQ1	1155	0.00409	0.814
SEQ1	1156	0.00237	0.814
SEQ1	1157	0.00204	0.813
SEQ1	1158	0.00151	0.813
SEQ1	1159	0.00154	0.813
SEQ1	1160	0.00146	0.814
SEQ1	1161	0.00199	0.816
SEQ1	1162	0.00203	0.817
SEQ1	1163	0.00263	0.819
SEQ1	1164	0.00512	0.822
SEQ1	1165	0.00734	0.824
SEQ1	1166	0.0108	0.827
SEQ1	1167	0.00729	0.828
SEQ1	1168	0.00493	0.830
SEQ1	1169	0.00241	0.831
SEQ1	1170	0.00205	0.832
SEQ1	1171	0.00179	0.833
SEQ1	1172	0.00219	0.835
SEQ1	1173	0.00297	0.837
SEQ1	1174	0.00297	0.837
SEQ1	1175	0.00331	0.835
SEQ1	1176	0.00286	0.832
SEQ1	1177	0.0027	0.830
SEQ1	1178	0.00241	0.829
SEQ1	1179	0.00211	0.829
SEQ1	1180	0.00144	0.829
SEQ1	1181	0.00142	0.829
SEQ1	1182	0.00155	0.829
SEQ1	1183	0.00217	0.828
SEQ1	1184	0.00274	0.824
SEQ1	1185	0.00359	0.810
SEQ1	1186	0.00431	0.783
SEQ1	1187	0.00456	0.752
SEQ1	1188	0.00616	0.732
SEQ1	1189	0.00668	0.727
SEQ1	1190	0.00572	0.728
SEQ1	1191	0.00547	0.730
SEQ1	1192	0.00552	0.733
SEQ1	1193	0.00447	0.733
SEQ1	1194	0.00452	0.731
SEQ1	1195	0.00777	0.721
SEQ1	1196	0.0132	0.701
SEQ1	1197	0.0197	0.691
SEQ1	1198	0.0284	0.705
SEQ1	1199	0.0236	0.723
SEQ1	1200	0.0222	0.741
SEQ1	1201	0.0149	0.754
SEQ1	1202	0.0142	0.765
SEQ1	1203	0.0097	0.769
SEQ1	1204	0.00842	0.768
SEQ1	1205	0.00697	0.758
SEQ1	1206	0.0057	0.748
SEQ1	1207	0.00588	0.745
SEQ1	1208	0.00584	0.745
SEQ1	1209	0.00859	0.752
SEQ1	1210	0.0101	0.761
SEQ1	1211	0.0094	0.769
SEQ1	1212	0.00914	0.777
SEQ1	1213	0.0132	0.787
SEQ1	1214	0.0164	0.793
SEQ1	1215	0.0162	0.793
SEQ1	1216	0.0211	0.793
SEQ1	1217	0.0189	0.797
SEQ1	1218	0.0141	0.804
SEQ1	1219	0.0116	0.812
SEQ1	1220	0.00879	0.818
SEQ1	1221	0.00808	0.825
SEQ1	1222	0.00876	0.831
SEQ1	1223	0.0117	0.839
SEQ1	1224	0.011	0.845
SEQ1	1225	0.00972	0.848
SEQ1	1226	0.00637	0.847
SEQ1	1227	0.00527	0.847
SEQ1	1228	0.00377	0.848
SEQ1	1229	0.00439	0.851
SEQ1	1230	0.00638	0.857
SEQ1	1231	0.0128	0.869
SEQ1	1232	0.0127	0.881
SEQ1	1233	0.00894	0.887
SEQ1	1234	0.00437	0.885
SEQ1	1235	0.00292	0.876
SEQ1	1236	0.0018	0.865
SEQ1	1237	0.00143	0.858
SEQ1	1238	0.00139	0.855
SEQ1	1239	0.00143	0.855
SEQ1	1240	0.0014	0.856
SEQ1	1241	0.00109	0.856
SEQ1	1242	0.00112	0.857
SEQ1	1243	0.00158	0.857
SEQ1	1244	0.00337	0.859
SEQ1	1245	0.00407	0.861
SEQ1	1246	0.00373	0.863
SEQ1	1247	0.0024	0.863
SEQ1	1248	0.00174	0.862
SEQ1	1249	0.00128	0.861
SEQ1	1250	0.0015	0.861
SEQ1	1251	0.00214	0.860
SEQ1	1252	0.00303	0.860
SEQ1	1253	0.00274	0.858
SEQ1	1254	0.00209	0.855
SEQ1	1255	0.00164	0.852
SEQ1	1256	0.001	0.850
SEQ1	1257	0.000587	0.849
SEQ1	1258	0.000692	0.848
SEQ1	1259	0.0015	0.849
SEQ1	1260	0.00282	0.851
SEQ1	1261	0.00352	0.854
SEQ1	1262	0.00468	0.859
SEQ1	1263	0.00481	0.863
SEQ1	1264	0.00468	0.867
SEQ1	1265	0.00364	0.868
SEQ1	1266	0.00228	0.868
SEQ1	1267	0.00108	0.867
SEQ1	1268	0.000611	0.865
SEQ1	1269	0.000476	0.863
SEQ1	1270	0.000807	0.862
SEQ1	1271	0.00158	0.862
SEQ1	1272	0.00332	0.863
SEQ1	1273	0.00531	0.865
SEQ1	1274	0.00653	0.867
SEQ1	1275	0.00615	0.867
SEQ1	1276	0.00508	0.865
SEQ1	1277	0.00384	0.861
SEQ1	1278	0.00416	0.859
SEQ1	1279	0.00358	0.859
SEQ1	1280	0.00355	0.859
SEQ1	1281	0.00243	0.857
SEQ1	1282	0.00295	0.852
SEQ1	1283	0.0046	0.846
SEQ1	1284	0.00783	0.840
SEQ1	1285	0.0104	0.835
SEQ1	1286	0.0131	0.833
SEQ1	1287	0.0119	0.837
SEQ1	1288	0.00975	0.842
SEQ1	1289	0.004	0.842
SEQ1	1290	0.00338	0.843
SEQ1	1291	0.00292	0.844
SEQ1	1292	0.00425	0.846
SEQ1	1293	0.00743	0.851
SEQ1	1294	0.00927	0.857
SEQ1	1295	0.00666	0.859
SEQ1	1296	0.00321	0.857
SEQ1	1297	0.00165	0.853
SEQ1	1298	0.00089	0.846
SEQ1	1299	0.000819	0.841
SEQ1	1300	0.000983	0.835
SEQ1	1301	0.00121	0.831
SEQ1	1302	0.00142	0.828
SEQ1	1303	0.0014	0.827
SEQ1	1304	0.00147	0.827
SEQ1	1305	0.00212	0.827
SEQ1	1306	0.00308	0.829
SEQ1	1307	0.00409	0.831
SEQ1	1308	0.00328	0.833
SEQ1	1309	0.00226	0.833
SEQ1	1310	0.00133	0.832
SEQ1	1311	0.00124	0.828
SEQ1	1312	0.00159	0.822
SEQ1	1313	0.00348	0.815
SEQ1	1314	0.00621	0.814
SEQ1	1315	0.00616	0.815
SEQ1	1316	0.00525	0.818
SEQ1	1317	0.00327	0.819
SEQ1	1318	0.00274	0.820
SEQ1	1319	0.00337	0.821
SEQ1	1320	0.00447	0.822
SEQ1	1321	0.00505	0.825
SEQ1	1322	0.00672	0.828
SEQ1	1323	0.0039	0.829
SEQ1	1324	0.00261	0.829
SEQ1	1325	0.00247	0.829
SEQ1	1326	0.00258	0.829
SEQ1	1327	0.00265	0.831
SEQ1	1328	0.00238	0.832
SEQ1	1329	0.00177	0.832
SEQ1	1330	0.00142	0.831
SEQ1	1331	0.00106	0.829
SEQ1	1332	0.00128	0.827
SEQ1	1333	0.00376	0.827
SEQ1	1334	0.00968	0.832
SEQ1	1335	0.0118	0.837
SEQ1	1336	0.0101	0.841
SEQ1	1337	0.00696	0.842
SEQ1	1338	0.00574	0.842
SEQ1	1339	0.00493	0.842
SEQ1	1340	0.00651	0.844
SEQ1	1341	0.00821	0.847
SEQ1	1342	0.00807	0.848
SEQ1	1343	0.00543	0.840
SEQ1	1344	0.00438	0.825
SEQ1	1345	0.00586	0.802
SEQ1	1346	0.00813	0.787
SEQ1	1347	0.00885	0.773
SEQ1	1348	0.00836	0.767
SEQ1	1349	0.007	0.759
SEQ1	1350	0.00684	0.757
SEQ1	1351	0.00467	0.753
SEQ1	1352	0.00412	0.750
SEQ1	1353	0.00477	0.749
SEQ1	1354	0.00784	0.751
SEQ1	1355	0.0168	0.762
SEQ1	1356	0.0217	0.775
SEQ1	1357	0.0208	0.786
SEQ1	1358	0.0154	0.792
SEQ1	1359	0.0131	0.796
SEQ1	1360	0.00854	0.791
SEQ1	1361	0.00634	0.781
SEQ1	1362	0.00536	0.770
SEQ1	1363	0.00442	0.754
SEQ1	1364	0.00415	0.739
SEQ1	1365	0.00484	0.730
SEQ1	1366	0.00669	0.725
SEQ1	1367	0.0106	0.726
SEQ1	1368	0.0124	0.731
SEQ1	1369	0.0108	0.733
SEQ1	1370	0.00666	0.728
SEQ1	1371	0.00702	0.724
SEQ1	1372	0.0118	0.726
SEQ1	1373	0.0149	0.734
SEQ1	1374	0.0185	0.748
SEQ1	1375	0.0207	0.765
SEQ1	1376	0.0151	0.775
SEQ1	1377	0.00909	0.778
SEQ1	1378	0.00455	0.770
SEQ1	1379	0.00268	0.760
SEQ1	1380	0.00238	0.753
SEQ1	1381	0.00219	0.751
SEQ1	1382	0.00292	0.751
SEQ1	1383	0.00465	0.754
SEQ1	1384	0.00728	0.760
SEQ1	1385	0.0122	0.770
SEQ1	1386	0.0131	0.782
SEQ1	1387	0.0138	0.795
SEQ1	1388	0.0165	0.810
SEQ1	1389	0.00864	0.817
SEQ1	1390	0.00459	0.820
SEQ1	1391	0.00218	0.819
SEQ1	1392	0.00145	0.817
SEQ1	1393	0.00188	0.815
SEQ1	1394	0.00304	0.815
SEQ1	1395	0.00732	0.821
SEQ1	1396	0.0138	0.834
SEQ1	1397	0.0102	0.842
SEQ1	1398	0.00391	0.844
SEQ1	1399	0.00111	0.842
SEQ1	1400	0.000653	0.840
SEQ1	1401	0.000503	0.838
SEQ1	1402	0.000582	0.837
SEQ1	1403	0.000885	0.837
SEQ1	1404	0.00279	0.839
SEQ1	1405	0.00694	0.846
SEQ1	1406	0.0133	0.857
SEQ1	1407	0.0155	0.870
SEQ1	1408	0.0116	0.878
SEQ1	1409	0.0062	0.880
SEQ1	1410	0.00234	0.877
SEQ1	1411	0.000768	0.873
SEQ1	1412	0.000463	0.870
SEQ1	1413	0.000414	0.868
SEQ1	1414	0.000606	0.868
SEQ1	1415	0.00144	0.869
SEQ1	1416	0.00277	0.871
SEQ1	1417	0.00448	0.875
SEQ1	1418	0.00429	0.877
SEQ1	1419	0.00424	0.878
SEQ1	1420	0.00284	0.876
SEQ1	1421	0.00344	0.873
SEQ1	1422	0.00386	0.870
SEQ1	1423	0.00391	0.869
SEQ1	1424	0.0035	0.869
SEQ1	1425	0.00313	0.868
SEQ1	1426	0.00231	0.867
SEQ1	1427	0.00179	0.865
SEQ1	1428	0.00139	0.864
SEQ1	1429	0.000883	0.862
SEQ1	1430	0.000686	0.858
SEQ1	1431	0.000769	0.851
SEQ1	1432	0.000863	0.841
SEQ1	1433	0.00155	0.830
SEQ1	1434	0.00352	0.821
SEQ1	1435	0.00632	0.818
SEQ1	1436	0.00769	0.822
SEQ1	1437	0.00601	0.824
SEQ1	1438	0.0026	0.824
SEQ1	1439	0.00136	0.821
SEQ1	1440	0.00135	0.815
SEQ1	1441	0.00135	0.807
SEQ1	1442	0.00195	0.802
SEQ1	1443	0.00308	0.802
SEQ1	1444	0.00308	0.804
SEQ1	1445	0.00252	0.805
SEQ1	1446	0.00202	0.806
SEQ1	1447	0.00149	0.807
SEQ1	1448	0.000946	0.807
SEQ1	1449	0.000834	0.806
SEQ1	1450	0.000973	0.806
SEQ1	1451	0.00113	0.805
SEQ1	1452	0.0015	0.805
SEQ1	1453	0.00256	0.804
SEQ1	1454	0.00376	0.804
SEQ1	1455	0.00674	0.807
SEQ1	1456	0.00784	0.813
SEQ1	1457	0.00591	0.817
SEQ1	1458	0.00363	0.820
SEQ1	1459	0.0021	0.820
SEQ1	1460	0.00111	0.818
SEQ1	1461	0.000948	0.813
SEQ1	1462	0.00113	0.808
SEQ1	1463	0.0017	0.804
SEQ1	1464	0.00282	0.804
SEQ1	1465	0.00448	0.805
SEQ1	1466	0.00668	0.809
SEQ1	1467	0.00572	0.810
SEQ1	1468	0.0031	0.808
SEQ1	1469	0.00173	0.803
SEQ1	1470	0.00109	0.800
SEQ1	1471	0.000956	0.799
SEQ1	1472	0.000929	0.797
SEQ1	1473	0.00114	0.796
SEQ1	1474	0.00207	0.795
SEQ1	1475	0.00303	0.796
SEQ1	1476	0.00372	0.798
SEQ1	1477	0.00404	0.800
SEQ1	1478	0.00373	0.803
SEQ1	1479	0.00256	0.804
SEQ1	1480	0.0023	0.803
SEQ1	1481	0.00154	0.795
SEQ1	1482	0.00182	0.785
SEQ1	1483	0.00181	0.776
SEQ1	1484	0.0031	0.772
SEQ1	1485	0.00421	0.771
SEQ1	1486	0.00499	0.771
SEQ1	1487	0.00628	0.771
SEQ1	1488	0.00527	0.768
SEQ1	1489	0.00532	0.765
SEQ1	1490	0.00518	0.765
SEQ1	1491	0.00355	0.764
SEQ1	1492	0.00226	0.760
SEQ1	1493	0.00215	0.754
SEQ1	1494	0.00161	0.747
SEQ1	1495	0.00201	0.741
SEQ1	1496	0.00209	0.736
SEQ1	1497	0.00177	0.731
SEQ1	1498	0.00152	0.728
SEQ1	1499	0.00121	0.725
SEQ1	1500	0.00148	0.722
SEQ1	1501	0.00128	0.715
SEQ1	1502	0.0022	0.700
SEQ1	1503	0.0034	0.682
SEQ1	1504	0.00712	0.668
SEQ1	1505	0.0129	0.666
SEQ1	1506	0.0148	0.668
SEQ1	1507	0.013	0.672
SEQ1	1508	0.00917	0.675
SEQ1	1509	0.00505	0.675
SEQ1	1510	0.00353	0.674
SEQ1	1511	0.00284	0.672
SEQ1	1512	0.00232	0.670
SEQ1	1513	0.00285	0.666
SEQ1	1514	0.00575	0.661
SEQ1	1515	0.0124	0.661
SEQ1	1516	0.0178	0.668
SEQ1	1517	0.0203	0.682
SEQ1	1518	0.0164	0.691
SEQ1	1519	0.011	0.690
SEQ1	1520	0.0117	0.687
SEQ1	1521	0.0131	0.682
SEQ1	1522	0.0215	0.683
SEQ1	1523	0.0249	0.692
SEQ1	1524	0.0308	0.714
SEQ1	1525	0.0239	0.733
SEQ1	1526	0.0122	0.743
SEQ1	1527	0.0076	0.748
SEQ1	1528	0.00605	0.752
SEQ1	1529	0.00515	0.754
SEQ1	1530	0.00403	0.754
SEQ1	1531	0.0034	0.750
SEQ1	1532	0.00385	0.741
SEQ1	1533	0.0062	0.735
SEQ1	1534	0.0103	0.731
SEQ1	1535	0.0187	0.733
SEQ1	1536	0.0232	0.748
SEQ1	1537	0.0211	0.764
SEQ1	1538	0.0147	0.777
SEQ1	1539	0.01	0.785
SEQ1	1540	0.00649	0.790
SEQ1	1541	0.0066	0.794
SEQ1	1542	0.00774	0.794
SEQ1	1543	0.00839	0.789
SEQ1	1544	0.00949	0.788
SEQ1	1545	0.0105	0.794
SEQ1	1546	0.00859	0.802
SEQ1	1547	0.00636	0.808
SEQ1	1548	0.00403	0.811
SEQ1	1549	0.00219	0.813
SEQ1	1550	0.00214	0.814
SEQ1	1551	0.00263	0.814
SEQ1	1552	0.00518	0.812
SEQ1	1553	0.00883	0.808
SEQ1	1554	0.0144	0.806
SEQ1	1555	0.0174	0.812
SEQ1	1556	0.0175	0.824
SEQ1	1557	0.00784	0.829
SEQ1	1558	0.00317	0.832
SEQ1	1559	0.00129	0.832
SEQ1	1560	0.000576	0.832
SEQ1	1561	0.000654	0.833
SEQ1	1562	0.000653	0.832
SEQ1	1563	0.00124	0.830
SEQ1	1564	0.00249	0.828
SEQ1	1565	0.00394	0.828
SEQ1	1566	0.00735	0.831
SEQ1	1567	0.014	0.842
SEQ1	1568	0.0125	0.851
SEQ1	1569	0.0122	0.860
SEQ1	1570	0.00882	0.864
SEQ1	1571	0.0034	0.864
SEQ1	1572	0.00205	0.863
SEQ1	1573	0.00149	0.862
SEQ1	1574	0.00242	0.863
SEQ1	1575	0.00378	0.865
SEQ1	1576	0.00573	0.870
SEQ1	1577	0.00577	0.875
SEQ1	1578	0.00456	0.879
SEQ1	1579	0.00253	0.881
SEQ1	1580	0.00185	0.881
SEQ1	1581	0.00184	0.879
SEQ1	1582	0.00241	0.876
SEQ1	1583	0.00274	0.871
SEQ1	1584	0.00296	0.868
SEQ1	1585	0.00343	0.868
SEQ1	1586	0.00391	0.871
SEQ1	1587	0.00308	0.873
SEQ1	1588	0.00324	0.875
SEQ1	1589	0.00277	0.875
SEQ1	1590	0.00371	0.876
SEQ1	1591	0.00366	0.877
SEQ1	1592	0.00323	0.877
SEQ1	1593	0.00209	0.877
SEQ1	1594	0.00187	0.878
SEQ1	1595	0.00126	0.878
SEQ1	1596	0.00114	0.878
SEQ1	1597	0.00129	0.879
SEQ1	1598	0.00171	0.879
SEQ1	1599	0.00172	0.880
SEQ1	1600	0.00182	0.879
SEQ1	1601	0.00166	0.877
SEQ1	1602	0.00256	0.872
SEQ1	1603	0.00358	0.868
SEQ1	1604	0.004	0.866
SEQ1	1605	0.00394	0.867
SEQ1	1606	0.00457	0.869
SEQ1	1607	0.0037	0.872
SEQ1	1608	0.00187	0.873
